50.3578	30.9063	137
50.3706	30.9074	335
50.3839	30.9090	465
50.3988	30.9106	564
50.4132	30.9121	701
50.4325	30.9136	937
50.4485	30.9081	1166
50.4605	30.8836	1318
50.4631	30.8362	1501
50.4652	30.7979	1798
50.4681	30.7583	2164
50.4722	30.7098	2652
50.4787	30.6374	3277
50.4846	30.5689	3490
50.4907	30.4962	3985
50.4965	30.4243	4526
50.5025	30.3493	4983
50.5087	30.2742	5380
50.5126	30.2259	5631
50.5235	30.1498	6027
50.5349	30.0748	6401
50.5468	29.9957	6744
50.5595	29.9098	7140
50.5715	29.8284	7498
50.5835	29.7462	7841
50.5955	29.6635	8123
50.6041	29.6040	8275
50.6124	29.5468	8435
50.6249	29.4602	8672
50.6369	29.3761	8900
50.6458	29.3135	9030
50.6583	29.2251	9327
50.6707	29.1369	9647
50.6834	29.0463	9952
50.6955	28.9591	10218
50.7073	28.8736	10447
50.7193	28.7863	10662
50.7311	28.7002	10866
50.7427	28.6151	11057
50.7544	28.5288	11217
50.7621	28.4711	11331
50.7741	28.3819	11537
50.7873	28.2822	11582
50.7999	28.1865	11582
50.8115	28.0975	11582
50.8226	28.0131	11582
50.8350	27.9179	11582
50.8456	27.8350	11582
50.8569	27.7469	11582
50.8676	27.6628	11582
50.8792	27.5725	11582
50.8900	27.4859	11582
50.9008	27.3983	11582
50.9117	27.3092	11582
50.9218	27.2277	11582
50.9325	27.1405	11582
50.9430	27.0549	11582
50.9539	26.9639	11582
50.9643	26.8766	11582
50.9747	26.7890	11582
50.9852	26.6997	11582
50.9955	26.6108	11582
51.0061	26.5217	11582
51.0165	26.4326	11582
51.0268	26.3434	11582
51.0369	26.2554	11582
51.0468	26.1669	11582
51.0567	26.0785	11582
51.0667	25.9901	11582
51.0766	25.9006	11582
51.0863	25.8124	11582
51.0961	25.7225	11582
51.1055	25.6364	11582
51.1154	25.5457	11582
51.1249	25.4557	11582
51.1343	25.3669	11582
51.1433	25.2818	11582
51.1528	25.1916	11582
51.1619	25.1024	11582
51.1709	25.0150	11582
51.1799	24.9262	11582
51.1888	24.8382	11582
51.1977	24.7504	11582
51.2065	24.6625	11582
51.2153	24.5740	11582
51.2240	24.4849	11582
51.2327	24.3948	11582
51.2411	24.3079	11582
51.2495	24.2195	11582
51.2582	24.1284	11582
51.2664	24.0421	11582
51.2748	23.9520	11582
51.2831	23.8619	11582
51.2913	23.7718	11582
51.2988	23.6919	11582
51.3156	23.5837	11582
51.3303	23.4927	11582
51.3441	23.4064	11582
51.3584	23.3155	11582
51.3737	23.2182	11582
51.3883	23.1244	11582
51.4020	23.0367	11582
51.4164	22.9428	11582
51.4264	22.8767	11582
51.4396	22.7904	11582
51.4532	22.7014	11582
51.4666	22.6122	11582
51.4751	22.5562	11582
51.4883	22.4679	11582
51.5058	22.3503	11582
51.5200	22.2539	11582
51.5335	22.1620	11582
51.5466	22.0729	11582
51.5591	21.9863	11582
51.5723	21.8948	11582
51.5851	21.8059	11582
51.5977	21.7186	11582
51.6107	21.6264	11582
51.6234	21.5365	11582
51.6359	21.4471	11582
51.6484	21.3571	11582
51.6611	21.2656	11582
51.6732	21.1778	11582
51.6860	21.0840	11582
51.6981	20.9951	11582
51.7107	20.9016	11582
51.7228	20.8118	11582
51.7349	20.7208	11582
51.7472	20.6297	11582
51.7591	20.5389	11582
51.7709	20.4472	11582
51.7829	20.3550	11582
51.7947	20.2633	11582
51.8067	20.1704	11582
51.8185	20.0781	11582
51.8303	19.9839	11582
51.8418	19.8920	11582
51.8536	19.7983	11582
51.8650	19.7065	11582
51.8768	19.6109	11582
51.8880	19.5199	11582
51.8993	19.4256	11582
51.9104	19.3327	11582
51.9217	19.2394	11582
51.9330	19.1452	11582
51.9488	19.0107	11582
51.9564	18.9461	11582
51.9672	18.8542	11582
51.9819	18.7258	11582
51.9930	18.6290	11582
52.0037	18.5333	11582
52.0143	18.4395	11582
52.0251	18.3428	11582
52.0355	18.2480	11582
52.0460	18.1521	11582
52.0565	18.0557	11582
52.0668	17.9619	11582
52.0776	17.8616	11582
52.0841	17.8005	11582
52.0895	17.7501	11582
52.1036	17.6152	11582
52.1100	17.5540	11582
52.1234	17.4240	11582
52.1336	17.3244	11582
52.1433	17.2288	11582
52.1529	17.1329	11582
52.1624	17.0372	11582
52.1719	16.9424	11582
52.1814	16.8453	11582
52.1909	16.7474	11582
52.2003	16.6508	11582
52.2094	16.5569	11582
52.2191	16.4533	11582
